comp	question	item_list	aspect_list	predicate_list	context_list	not question	dataset	question_NER	tokenized	pos	capri-tag
1	pain difference between muscle strain and muscle tear	muscle strain; muscle tear	pain	difference		1.0	m	pain difference between muscle strain and muscle tear	['pain', 'difference', 'between', 'muscle', 'strain', 'and', 'muscle', 'tear']	['NN', 'NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'NN']	['CA', 'CP', 0, 'CI', 'CI', 0, 'CI', 'CI']
1	difference between parasitic and protozoan	parasitic; protozoan		difference		1.0	m	difference between parasitic and protozoan	['difference', 'between', 'parasitic', 'and', 'protozoan']	['NN', 'IN', 'JJ', 'CC', 'NN']	['CP', 0, 'CI', 0, 'CI']
1	difference between a host and domain	a host; domain		difference		1.0	m	difference between a host and domain	['difference', 'between', 'a', 'host', 'and', 'domain']	['NN', 'IN', 'DT', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 'CI', 0, 'CI']
1	difference between seminar and class	seminar; class		difference		1.0	m	difference between seminar and class	['difference', 'between', 'seminar', 'and', 'class']	['NN', 'IN', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 0, 'CI']
1	difference between d ribose and ribose	d ribose; ribose		difference		1.0	m	difference between d ribose and ribose	['difference', 'between', 'd', 'ribose', 'and', 'ribose']	['NN', 'IN', 'NN', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 'CI', 0, 0]
1	difference between pantheism and panentheism	pantheism; panentheism		difference		1.0	m	difference between pantheism and panentheism	['difference', 'between', 'pantheism', 'and', 'panentheism']	['NN', 'IN', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 0, 'CI']
1	difference between salary of microbiologist and manager	salary of microbiologist; manager		difference		1.0	m	difference between salary of microbiologist and manager	['difference', 'between', 'salary', 'of', 'microbiologist', 'and', 'manager']	['NN', 'IN', 'NN', 'IN', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 'CI', 'CI', 0, 'CI']
1	difference between expiration date and maturity date on an loc	expiration date; maturity date		difference	on an loc	1.0	m	difference between expiration date and maturity date on an loc	['difference', 'between', 'expiration', 'date', 'and', 'maturity', 'date', 'on', 'an', 'loc']	['NN', 'IN', 'NN', 'NN', 'CC', 'NN', 'NN', 'IN', 'DT', 'NN']	['CP', 0, 'CI', 'CI', 0, 'CI', 'CI', 'CC', 'CC', 'CC']
1	differences between t-test and anova	t-test; anova		differences		1.0	m	differences between t-test and anova	['differences', 'between', 't', '-', 'test', 'and', 'anova']	['NNS', 'IN', 'NN', 'HYPH', 'NN', 'CC', 'NN']	['CP', 0, 'CI', 'CI', 'CI', 0, 'CI']
1	differences between communicable and non communicable diseases	communicable; non communicable diseases		differences		1.0	m	differences between communicable and non communicable diseases	['differences', 'between', 'communicable', 'and', 'non', 'communicable', 'diseases']	['NNS', 'IN', 'JJ', 'CC', 'JJ', 'JJ', 'NNS']	['CP', 0, 'CI', 0, 'CI', 'CI', 'CI']
1	differences between mixtures and compounds	mixtures; compounds		differences		1.0	m	differences between mixtures and compounds	['differences', 'between', 'mixtures', 'and', 'compounds']	['NNS', 'IN', 'NNS', 'CC', 'NNS']	['CP', 0, 'CI', 0, 'CI']
1	dementia-associated depression different from irreversible dementia	dementia-associated depression; from irreversible dementia		different		1.0	m	dementia-associated depression different from irreversible dementia	['dementia', '-', 'associated', 'depression', 'different', 'from', 'irreversible', 'dementia']	['NN', 'HYPH', 'VBN', 'NN', 'JJ', 'IN', 'JJ', 'NN']	['CI', 'CI', 'CI', 'CI', 'CP', 'CI', 'CI', 'CI']
1	different routes for medications	routes		different	for medications	1.0	m	different routes for medications	['different', 'routes', 'for', 'medications']	['JJ', 'NNS', 'IN', 'NNS']	['CP', 'CI', 'CC', 'CC']
1	why is cardiac muscle different from smooth and skeletal muscle	cardiac muscle; smooth; skeletal muscle		different		0.0	m	why is cardiac muscle different from smooth and skeletal muscle	['why', 'is', 'cardiac', 'muscle', 'different', 'from', 'smooth', 'and', 'skeletal', 'muscle']	['WRB', 'VBZ', 'JJ', 'NN', 'JJ', 'IN', 'JJ', 'CC', 'JJ', 'NN']	[0, 0, 'CI', 'CI', 'CP', 0, 'CI', 0, 'CI', 'CI']
1	how is unitarian monotheism different than trinitarian monotheism	unitarian monotheism; trinitarian monotheism		different		0.0	m	how is unitarian monotheism different than trinitarian monotheism	['how', 'is', 'unitarian', 'monotheism', 'different', 'than', 'trinitarian', 'monotheism']	['WRB', 'VBZ', 'JJ', 'NN', 'JJ', 'IN', 'JJ', 'NN']	[0, 0, 'CI', 'CI', 'CP', 0, 'CI', 'CI']
1	what theory was a driving force in the us foreign policy	theory		driving force	in the us foreign policy	0.0	m	what theory was a driving force in the us foreign policy	['what', 'theory', 'was', 'a', 'driving', 'force', 'in', 'the', 'us', 'foreign', 'policy']	['WDT', 'NN', 'VBD', 'DT', 'VBG', 'NN', 'IN', 'DT', 'PRP', 'JJ', 'NN']	[0, 'CI', 0, 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', 'CC']
1	what is earliest date for easter	date for easter		earliest		0.0	m	what is earliest date for easter	['what', 'is', 'earliest', 'date', 'for', 'easter']	['WP', 'VBZ', 'JJS', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CI', 'CI', 'CI']
1	which is easier to make lava lamp or slime	make lava lamp; slime		easier		0.0	m	which is easier to make lava lamp or slime	['which', 'is', 'easier', 'to', 'make', 'lava', 'lamp', 'or', 'slime']	['WDT', 'VBZ', 'JJR', 'TO', 'VB', 'NN', 'NN', 'CC', 'NN']	[0, 0, 'CP', 0, 'CI', 'CI', 'CI', 0, 'CI']
1	what medicine is easy on stomach for headaches	medicine		easy	on stomach for headaches	0.0	m	what medicine is easy on stomach for headaches	['what', 'medicine', 'is', 'easy', 'on', 'stomach', 'for', 'headaches']	['WDT', 'NN', 'VBZ', 'JJ', 'IN', 'NN', 'IN', 'NNS']	[0, 'CI', 0, 'CP', 'CC', 'CC', 'CC', 'CC']
1	easyest veggies to grow	veggies		easyest	to grow	1.0	m	easyest veggies to grow	['easyest', 'veggies', 'to', 'grow']	['JJS', 'NNS', 'TO', 'VB']	['CP', 'CI', 'CC', 'CC']
1	which binoculars view farthest	binoculars view		farthest		0.0	m	which binoculars view farthest	['which', 'binoculars', 'view', 'farthest']	['WDT', 'VBZ', 'VBP', 'RB']	[0, 'CI', 'CI', 'CP']
1	how to get a flatter stomach fast	get a flatter stomach		fast		0.0	m	how to get a flatter stomach fast	['how', 'to', 'get', 'a', 'flatter', 'stomach', 'fast']	['WRB', 'TO', 'VB', 'DT', 'JJR', 'NN', 'RB']	[0, 0, 'CI', 'CI', 'CI', 'CI', 'CP']
1	what foods burn calories faster to blast that fat	foods	burn calories	faster	to blast that fat	0.0	m	what foods burn calories faster to blast that fat	['what', 'foods', 'burn', 'calories', 'faster', 'to', 'blast', 'that', 'fat']	['WDT', 'NNS', 'VBP', 'NNS', 'RBR', 'TO', 'VB', 'DT', 'NN']	[0, 'CI', 'CA', 'CA', 'CP', 'CC', 'CC', 'CC', 'CC']
1	which azos clean your system faster	azos	clean	faster	your system	0.0	m	which azos clean your system faster	['which', 'azos', 'clean', 'your', 'system', 'faster']	['WDT', 'VBZ', 'VBP', 'PRP$', 'NN', 'RBR']	[0, 'CI', 'CA', 'CC', 'CC', 'CP']
1	fastest man in the world how fast	man		fastest	in the world how fast	1.0	m	fastest man in the world how fast	['fastest', 'man', 'in', 'the', 'world', 'how', 'fast']	['JJS', 'NN', 'IN', 'DT', 'NN', 'WRB', 'RB']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC']
1	fastest internet modem router	internet modem router		fastest		1.0	m	fastest internet modem router	['fastest', 'internet', 'modem', 'router']	['JJS', 'NN', 'NN', 'NN']	['CP', 'CI', 'CI', 'CI']
1	fastest aston martin cars	aston martin cars		fastest		1.0	m	fastest aston martin cars	['fastest', 'aston', 'martin', 'cars']	['JJS', 'JJ', 'NN', 'NNS']	['CP', 'CI', 'CI', 'CI']
1	fastest bikes in the world	bikes		fastest	in the world	1.0	m	fastest bikes in the world	['fastest', 'bikes', 'in', 'the', 'world']	['JJS', 'NNS', 'IN', 'DT', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC']
1	fastest speed on an elliptigo bike	speed		fastest	on an elliptigo bike	1.0	m	fastest speed on an elliptigo bike	['fastest', 'speed', 'on', 'an', 'elliptigo', 'bike']	['JJS', 'NN', 'IN', 'DT', 'NN', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	fastest shopping experiences for fashion brands	shopping experiences		fastest	for fashion brands	1.0	m	fastest shopping experiences for fashion brands	['fastest', 'shopping', 'experiences', 'for', 'fashion', 'brands']	['JJS', 'NN', 'NNS', 'IN', 'NN', 'NNS']	['CP', 'CI', 'CI', 'CC', 'CC', 'CC']
1	what are your favorite food	food		favorite	your	0.0	m	what are your favorite food	['what', 'are', 'your', 'favorite', 'food']	['WP', 'VBP', 'PRP$', 'JJ', 'NN']	[0, 0, 'CC', 'CP', 'CI']
1	wait what's your favorite color.	color		favorite	your	0.0	m	wait what's your favorite color.	"['wait', 'what', ""'s"", 'your', 'favorite', 'color', '.']"	['VB', 'WP', 'VBZ', 'PRP$', 'JJ', 'NN', '.']	[0, 0, 0, 'CC', 'CP', 'CI', 0]
1	who is your favorite youtuber	youtuber		favorite	your	0.0	m	who is your favorite youtuber	['who', 'is', 'your', 'favorite', 'youtuber']	['WP', 'VBZ', 'PRP$', 'JJ', 'NN']	[0, 0, 'CC', 'CP', 'CI']
1	which came first pepsi or a&w root beer	pepsi		first		0.0	m	which came _NAMED_ENTITY_ pepsi or a&w root beer	['which', 'came', 'first', 'pepsi', 'or', 'a&w', 'root', 'beer']	['WDT', 'VBD', 'JJ', 'NN', 'CC', 'NNP', 'NN', 'NN']	[0, 0, 'CP', 'CI', 0, 0, 0, 0]
1	first us president	us president		first		1.0	m	_NAMED_ENTITY_ us president	['first', 'us', 'president']	['RB', 'PRP', 'NN']	['CP', 'CI', 'CI']
1	first vascular plants invade land	vascular plants	invade land	first		1.0	m	_NAMED_ENTITY_ vascular plants invade land	['first', 'vascular', 'plants', 'invade', 'land']	['JJ', 'JJ', 'NNS', 'VBP', 'NN']	['CP', 'CI', 'CI', 'CA', 'CA']
1	first number one song beatles	number one song		first	beatles	0.0	m	_NAMED_ENTITY_ number _NAMED_ENTITY_ song beatles	['first', 'number', 'one', 'song', 'beatles']	['JJ', 'NN', 'CD', 'NN', 'NNS']	['CP', 'CI', 'CI', 'CI', 'CC']
1	what animals were first on land	animals		first	on land	0.0	m	what animals were first on land	['what', 'animals', 'were', 'first', 'on', 'land']	['WDT', 'NNS', 'VBD', 'RB', 'IN', 'NN']	[0, 'CI', 0, 'CP', 'CC', 'CC']
1	what vitamins are good for skin and acne	vitamins	for skin and acne	good		0.0	m	what vitamins are good for skin and acne	['what', 'vitamins', 'are', 'good', 'for', 'skin', 'and', 'acne']	['WP', 'NNS', 'VBP', 'JJ', 'IN', 'NN', 'CC', 'NN']	[0, 'CI', 0, 'CP', 'CA', 'CA', 'CA', 'CA']
1	which vitamin is good for hair growth	vitamin		good	for hair growth	0.0	m	which vitamin is good for hair growth	['which', 'vitamin', 'is', 'good', 'for', 'hair', 'growth']	['WDT', 'NN', 'VBZ', 'JJ', 'IN', 'NN', 'NN']	[0, 'CI', 0, 'CP', 'CC', 'CC', 'CC']
1	is it good to use the internet as a research tool	use the internet		good	as a research tool	0.0	m	is it good to use the internet as a research tool	['is', 'it', 'good', 'to', 'use', 'the', 'internet', 'as', 'a', 'research', 'tool']	['VBZ', 'PRP', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN']	[0, 0, 'CP', 0, 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC']
1	what supplement is good for depression cartnenine	supplement		good	for depression cartnenine	0.0	m	what supplement is good for depression cartnenine	['what', 'supplement', 'is', 'good', 'for', 'depression', 'cartnenine']	['WDT', 'NN', 'VBZ', 'JJ', 'IN', 'NN', 'NN']	[0, 'CI', 0, 'CP', 'CC', 'CC', 'CC']
1	what supplement is good for depression cartnenine	supplement		good	for depression cartnenine	0.0	m	what supplement is good for depression cartnenine	['what', 'supplement', 'is', 'good', 'for', 'depression', 'cartnenine']	['WDT', 'NN', 'VBZ', 'JJ', 'IN', 'NN', 'NN']	[0, 'CI', 0, 'CP', 'CC', 'CC', 'CC']
1	what are good dietary sources of biotin for dogs	dietary sources		good	of biotin for dogs	0.0	m	what are good dietary sources of biotin for dogs	['what', 'are', 'good', 'dietary', 'sources', 'of', 'biotin', 'for', 'dogs']	['WP', 'VBP', 'JJ', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'NNS']	[0, 0, 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC']
1	what type of birth control pill is good for me	type of birth control pill		good	for me	0.0	m	what type of birth control pill is good for me	['what', 'type', 'of', 'birth', 'control', 'pill', 'is', 'good', 'for', 'me']	['WDT', 'NN', 'IN', 'NN', 'NN', 'NN', 'VBZ', 'JJ', 'IN', 'PRP']	[0, 'CI', 'CI', 'CI', 'CI', 'CI', 0, 'CP', 'CC', 'CC']
1	what is good for eczema	eczema		good		0.0	m	what is good for eczema	['what', 'is', 'good', 'for', 'eczema']	['WP', 'VBZ', 'JJ', 'IN', 'NN']	[0, 0, 'CP', 0, 'CI']
1	what are some great ways to improve your stream	ways		some great	to improve your stream	0.0	m	what are some great ways to improve your stream	['what', 'are', 'some', 'great', 'ways', 'to', 'improve', 'your', 'stream']	['WP', 'VBP', 'DT', 'JJ', 'NNS', 'TO', 'VB', 'PRP$', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	which bleach helps fade cloth	bleach	fade cloth	helps		0.0	m	which bleach helps fade cloth	['which', 'bleach', 'helps', 'fade', 'cloth']	['WDT', 'NN', 'VBZ', 'NN', 'NN']	[0, 'CI', 'CP', 'CA', 'CA']
1	which geographic region contains georgia's highest of population	geographic region	of population	highest	georgia	0.0	m	which geographic region contains georgia's highest of population	"['which', 'geographic', 'region', 'contains', 'georgia', ""'s"", 'highest', 'of', 'population']"	['WDT', 'JJ', 'NN', 'VBZ', 'NN', 'POS', 'JJS', 'IN', 'NN']	[0, 'CI', 'CI', 0, 'CC', 0, 'CP', 'CA', 'CA']
1	highest  temperature in nigeria ever	temperature		highest	in nigeria ever	0.0	m	highest  temperature in nigeria ever	['highest', ' ', 'temperature', 'in', 'nigeria', 'ever']	['JJS', '_SP', 'NN', 'IN', 'NN', 'RB']	['CP', 0, 'CI', 'CC', 'CC', 'CC']
1	highest paying jobs in texas	jobs	paying	highest	in texas	1.0	m	highest paying jobs in texas	['highest', 'paying', 'jobs', 'in', 'texas']	['JJS', 'VBG', 'NNS', 'IN', 'NN']	['CP', 'CA', 'CI', 'CC', 'CC']
1	highest grossing films adjusted for inflation	films	grossing	highest	adjusted for inflation	1.0	m	highest grossing films adjusted for inflation	['highest', 'grossing', 'films', 'adjusted', 'for', 'inflation']	['JJS', 'NN', 'NNS', 'VBN', 'IN', 'NN']	['CP', 'CA', 'CI', 'CC', 'CC', 'CC']
1	highest mountains in oregon usa	mountains		highest	in oregon usa	1.0	m	highest mountains in oregon usa	['highest', 'mountains', 'in', 'oregon', 'usa']	['JJS', 'NNS', 'IN', 'NN', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC']
1	highest price paid for a comic book	price		highest	paid for a comic book	1.0	m	highest price paid for a comic book	['highest', 'price', 'paid', 'for', 'a', 'comic', 'book']	['JJS', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC']
1	Highest Melting Point	Melting Point		highest		1.0	m	_NAMED_ENTITY_	['Highest', 'Melting', 'Point']	['NNP', 'NNP', 'NN']	['CP', 'CI', 'CI']
1	highest point in butler county pa	point		highest	in butler county pa	1.0	m	highest point in butler county pa	['highest', 'point', 'in', 'butler', 'county', 'pa']	['JJS', 'NN', 'IN', 'NN', 'NN', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	highest peak in hokkaido	peak		highest	in hokkaido	1.0	m	highest peak in hokkaido	['highest', 'peak', 'in', 'hokkaido']	['JJS', 'NN', 'IN', 'NN']	['CP', 'CI', 'CC', 'CC']
1	at which time of day is the heat flow entering earth's atmosphere (hin) highest	time of day		highest		0.0	m	at which time of day is the heat flow entering _NAMED_ENTITY_'s atmosphere (hin) highest	"['at', 'which', 'time', 'of', 'day', 'is', 'the', 'heat', 'flow', 'entering', 'earth', ""'s"", 'atmosphere', '(', 'hin', ')', 'highest']"	['IN', 'WDT', 'NN', 'IN', 'NN', 'VBZ', 'DT', 'NN', 'NN', 'VBG', 'NN', 'POS', 'NN', '-LRB-', 'NN', '-RRB-', 'JJS']	[0, 0, 'CI', 'CI', 'CI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'CP']
1	highest salary paying jobs	paying jobs	salary	highest		1.0	m	highest salary paying jobs	['highest', 'salary', 'paying', 'jobs']	['JJS', 'NN', 'VBG', 'NNS']	['CP', 'CA', 'CI', 'CI']
1	highest paid actress ever	actress	paid	highest	ever	1.0	m	highest paid actress ever	['highest', 'paid', 'actress', 'ever']	['RBS', 'VBN', 'NN', 'RB']	['CP', 'CA', 'CI', 'CC']
1	is a pony a baby horse	a pony; a baby horse		is		0.0	m	is a pony a baby horse	['is', 'a', 'pony', 'a', 'baby', 'horse']	['VBZ', 'DT', 'NN', 'DT', 'NN', 'NN']	['CP', 'CI', 'CI', 'CI', 'CI', 'CI']
1	which is larger land us or china	us; china		larger		0.0	m	which is larger land us or china	['which', 'is', 'larger', 'land', 'us', 'or', 'china']	['WDT', 'VBZ', 'JJR', 'NN', 'PRP', 'CC', 'NN']	[0, 0, 'CP', 0, 'CI', 0, 'CI']
1	what planets are larger than mercury	planets; mercury		larger		0.0	m	what planets are larger than mercury	['what', 'planets', 'are', 'larger', 'than', 'mercury']	['WP', 'NNS', 'VBP', 'JJR', 'IN', 'NN']	[0, 'CI', 0, 'CP', 0, 'CI']
1	largest woodpecker in the world	woodpecker		largest	in the world	1.0	m	largest woodpecker in the world	['largest', 'woodpecker', 'in', 'the', 'world']	['JJS', 'NN', 'IN', 'DT', 'NN']	['CP', 'CI', 'CC', 'CC', 'CC']
1	largest ships agents in norfolk	ships agents		largest	in norfolk	1.0	m	largest ships agents in norfolk	['largest', 'ships', 'agents', 'in', 'norfolk']	['JJS', 'NNS', 'NNS', 'IN', 'NN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest denomination bills	denomination bills		largest		1.0	m	largest denomination bills	['largest', 'denomination', 'bills']	['JJS', 'NN', 'NNS']	['CP', 'CI', 'CI']
1	largest car companies	car companies		largest		1.0	m	largest car companies	['largest', 'car', 'companies']	['JJS', 'NN', 'NNS']	['CP', 'CI', 'CI']
1	largest distilleries in usa by employees	distilleries		largest	in usa by employees	1.0	m	largest distilleries in usa by employees	['largest', 'distilleries', 'in', 'usa', 'by', 'employees']	['JJS', 'NNS', 'IN', 'NN', 'IN', 'NNS']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	largest sea cow ever found	sea cow		largest	ever found	1.0	m	largest sea cow ever found	['largest', 'sea', 'cow', 'ever', 'found']	['JJS', 'NN', 'NN', 'RB', 'VBN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest airport near lake clear ny	airport		largest	near lake clear ny	1.0	m	largest airport near lake clear ny	['largest', 'airport', 'near', 'lake', 'clear', 'ny']	['JJS', 'NN', 'IN', 'NN', 'JJ', 'RB']	['CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	largest gainers stocks	gainers stocks		largest		1.0	m	largest gainers stocks	['largest', 'gainers', 'stocks']	['JJS', 'NNS', 'NNS']	['CP', 'CI', 'CI']
1	largest swap meet in texas	swap meet		largest	in texas	1.0	m	largest swap meet in texas	['largest', 'swap', 'meet', 'in', 'texas']	['JJS', 'NN', 'NN', 'IN', 'NN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest credit unions in utah	credit unions		largest	in utah	1.0	m	largest credit unions in utah	['largest', 'credit', 'unions', 'in', 'utah']	['JJS', 'NN', 'NNS', 'IN', 'NN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest african baobab tree	baobab tree		largest	african	1.0	m	largest african baobab tree	['largest', 'african', 'baobab', 'tree']	['JJS', 'JJ', 'NN', 'NN']	['CP', 'CC', 'CI', 'CI']
1	largest buddha statue in thailand	buddha statue		largest	in thailand	1.0	m	largest buddha statue in thailand	['largest', 'buddha', 'statue', 'in', 'thailand']	['JJS', 'NN', 'NN', 'IN', 'NN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest lake in jamaica	lake		largest	in jamaica	1.0	m	largest lake in jamaica	['largest', 'lake', 'in', 'jamaica']	['JJS', 'NN', 'IN', 'NNP']	['CP', 'CI', 'CC', 'CC']
1	largest walmart store in oklahoma	walmart store		largest	in oklahoma	1.0	m	largest walmart store in oklahoma	['largest', 'walmart', 'store', 'in', 'oklahoma']	['JJS', 'NN', 'NN', 'IN', 'NN']	['CP', 'CI', 'CI', 'CC', 'CC']
1	largest houston lexus dealer	lexus dealer		largest	houston	1.0	m	largest houston lexus dealer	['largest', 'houston', 'lexus', 'dealer']	['JJS', 'NN', 'NN', 'NN']	['CP', 'CC', 'CI', 'CI']
